image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0181.JPEG,"Inspection reveals a deformation on the right side of the rear bumper, which is made of plastic material. The adjacent rear quarter panel also displays some changes in its contour, indicating a possible connection to the bumper's condition basically",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0059.JPEG,"Inspecting the door reveals a scratch situated at the center, where the paint has been compromised. The affected area shows clear signs of paint removal, indicating a need for potential touch-up or restoration.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0194.jpeg,"Inspection reveals deformation at the center of the rear bumper, constructed from plastic. The rear quarter panel shows some alteration in shape related to the bumper's condition.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (111).jpeg,"Inspection reveals that the center of the front bumper has experienced deformation, specifically in the metal part. This deformation is positioned directly beneath the hood, which is situated above the bumper.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0023.JPEG,"Inspection of the rear bumper reveals a deformation located on the left side. The material, identified as plastic, shows alterations in shape, contributing to a noticeable irregularity.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0196.JPEG,"The left side of the rear bumper shows a visible scratch. The paint material is compromised, indicating a disruption to the surface layer. This observation has been noted for further analysis.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0310.JPEG,"Observations indicate a dent situated centrally on the rear door. The metal material shows signs of an inward deformation, altering the original shape. Further inspection reveals no additional damage nearby.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0315.JPEG,"Inspection of the rear door reveals deformation situated at its center. The metal is visibly compromised, indicating that the door has suffered an impact. Further evaluation could provide additional insights into the damage.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\d5b47650-0a70-46b0-95d8-2dd27de62574.jpeg,"At the center of the hood, a deformation is present. This alteration affects the metal material, resulting in a noticeable change in its contour. The condition of the hood warrants attention as part of the inspection process.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0047.JPEG,"A dent is observed in the center of the metal door. The deformation affects the surface integrity, resulting in a noticeable indent that alters the original shape of the component.",0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (31).jpeg,"Observations indicate that the rear right fender has been deformed, with the metal showing signs of bending. The change in shape is clearly visible upon inspection.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (26).jpeg,"The rear quarter panel exhibits a dent situated in the center. The damage is visible on the metal surface, indicating a deformation of the material.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (85).jpeg,"Located at the center of the front bumper, noticeable deformation is present. The bumper, made of metal, has been altered in form due to external force.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0131.jpeg,"Inspection reveals that the central section of the rear bumper has scratches. The paint surface is affected, exposing the material beneath. This condition suggests previous contact with an object.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\a5dbc724-654f-4886-a744-2dd91f81b697.jpeg,"Technician's note: The right side of the front bumper is deformed, constructed from plastic material. The adjacent hood component has been affected, showing signs of proximity to the deformed bumper area.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0197.JPEG,"Basically, inspection of the rear bumper reveals deformation present in the lower section. The material is identified as plastic, and the altered shape is clearly visible. Adjacent sections of the bumper appear unaffected.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0127.JPEG,Observations indicate a dent located centrally on the rear quarter panel made of metal. The tail is situated nearby and shows no signs of damage. The integrity of the affected components remains under review.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\038ac5f01d694b8180fc6f0e2cc71976_thb.jpg,"Deformation is present in the center of the front bumper, which is made of plastic. The hood is noted to have some alignment irregularities, possibly related to the bumper's condition.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0055.JPEG,"The right side doors have been observed to exhibit deformation along their entire length. The material affected is metal, which displays noticeable alterations in its original shape.",0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (49).jpeg,"I think inspection reveals a dent situated at the center of the rear quarter panel. The damage is noted on the metal surface, presenting a noticeable indentation.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0181.JPEG,"Upon inspection, the center area of the rear bumper is deformed. The metal material is visibly bent, indicating that an impact has occurred. Further assessment of adjacent components is not necessary.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0335.JPEG,"The front fender exhibits a deformation at its center. The material observed is metal, which shows noticeable alteration from its original shape. This condition may require further evaluation to determine the extent of the impact.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0013.JPEG,"Inspection reveals that the window located at the center is broken, with glass shards present. The door associated with this window does not exhibit any visible damage. No other components are affected.",2,moderate,1,training
